COLDETKEY,ST_VEH_TYPE_DESC
217384,Truck/SUV
213952,Truck/SUV
217025,Truck/SUV
217384,Truck/SUV
217865,Truck/SUV
215846,Truck/SUV
217865,Passenger Vehicle
219977,Truck/SUV
215846,Passenger Vehicle
217865,Passenger Vehicle
219977,Passenger Vehicle
215242,Commercial Trucks
219653,Truck/SUV
214440,Truck/SUV
215242,Truck/SUV
219653,Not Stated
214437,Truck/SUV
214437,Passenger Vehicle
219474,Passenger Vehicle
218289,Passenger Vehicle
214439,Passenger Vehicle
219474,Truck/SUV
218289,Truck/SUV
214439,Passenger Vehicle
218343,Passenger Vehicle
213438,Passenger Vehicle
214439,Not Stated
218343,Passenger Vehicle
213438,Passenger Vehicle
218521,Passenger Vehicle
218680,Passenger Vehicle
214261,Passenger Vehicle
218680,Passenger Vehicle
214261,Truck/SUV
216444,Passenger Vehicle
217840,Not Stated
217777,Passenger Vehicle
216444,Truck/SUV
217218,Passenger Vehicle
217777,Passenger Vehicle
213955,Not Stated
218940,Truck/SUV
217089,Passenger Vehicle
213842,Truck/SUV
219662,Truck/SUV
213842,Passenger Vehicle
219662,Truck/SUV
215441,Truck/SUV
216219,Commercial Trucks
216791,Passenger Vehicle
215441,Passenger Vehicle
216219,Commercial Trucks
216791,Commercial Trucks
214177,Truck/SUV
216219,Commercial Trucks
221499,Passenger Vehicle
213262,Truck/SUV
217898,Not Stated
218304,Passenger Vehicle
217898,Passenger Vehicle
218304,Passenger Vehicle
217493,Passenger Vehicle
214819,Two-Wheeled
216030,Passenger Vehicle
217493,Passenger Vehicle
214819,Passenger Vehicle
216030,Passenger Vehicle
220203,Passenger Vehicle
218301,Truck/SUV
216463,Passenger Vehicle
220203,Not Stated
218301,Passenger Vehicle
218206,Passenger Vehicle
214159,Passenger Vehicle
218206,Passenger Vehicle
216463,Passenger Vehicle
214159,Not Stated
217177,Passenger Vehicle
215899,Passenger Vehicle
219318,Passenger Vehicle
217177,Not Stated
215899,Passenger Vehicle
219318,Passenger Vehicle
219544,Buses
213847,Truck/SUV
217915,Truck/SUV
219759,Truck/SUV
217915,Passenger Vehicle
219759,Truck/SUV
217915,Truck/SUV
213847,Passenger Vehicle
216941,Passenger Vehicle
219787,Passenger Vehicle
218502,Passenger Vehicle
216941,Truck/SUV
219787,Passenger Vehicle
218502,Truck/SUV
219476,Commercial Trucks
215253,Passenger Vehicle
215287,Passenger Vehicle
215253,Passenger Vehicle
215287,Passenger Vehicle
217103,Passenger Vehicle
216183,Passenger Vehicle
216183,Truck/SUV
219618,Truck/SUV
217103,Passenger Vehicle
216851,Two-Wheeled
214801,Truck/SUV
222642,Passenger Vehicle
216851,Two-Wheeled
214801,Not Stated
222642,Not Stated
217590,Passenger Vehicle
223405,Passenger Vehicle
217590,Passenger Vehicle
223405,Truck/SUV
213401,Passenger Vehicle
215421,Truck/SUV
217015,Passenger Vehicle
213401,Truck/SUV
216049,Passenger Vehicle
217015,Truck/SUV
215221,Passenger Vehicle
216049,Passenger Vehicle
220724,Passenger Vehicle
214263,Not Stated
216049,Passenger Vehicle
214263,Passenger Vehicle
217033,Passenger Vehicle
220724,Passenger Vehicle
217033,Passenger Vehicle
219068,Passenger Vehicle
217340,Truck/SUV
219942,Truck/SUV
219068,Passenger Vehicle
217340,Truck/SUV
219942,Passenger Vehicle
219164,Passenger Vehicle
214806,Truck/SUV
219164,Truck/SUV
214806,Passenger Vehicle
217678,Truck/SUV
219096,Passenger Vehicle
214797,Passenger Vehicle
217678,Truck/SUV
219096,Passenger Vehicle
214797,Passenger Vehicle
222773,Passenger Vehicle
219096,Truck/SUV
217924,Passenger Vehicle
222773,Truck/SUV
213954,Passenger Vehicle
217652,Truck/SUV
213954,Truck/SUV
217652,Passenger Vehicle
215711,Commercial Trucks
213855,Not Stated
219468,Passenger Vehicle
215711,Commercial Trucks
215850,Passenger Vehicle
219468,Passenger Vehicle
215218,Passenger Vehicle
215850,Truck/SUV
219849,Passenger Vehicle
215218,Truck/SUV
214402,Passenger Vehicle
217078,Buses
214402,Truck/SUV
217078,Truck/SUV
219849,Passenger Vehicle
220149,Passenger Vehicle
215719,Passenger Vehicle
221506,Passenger Vehicle
220149,Passenger Vehicle
216027,Truck/SUV
221506,Passenger Vehicle
217092,Passenger Vehicle
216027,Not Stated
222425,Passenger Vehicle
217321,Truck/SUV
218449,Passenger Vehicle
217321,Truck/SUV
217092,Passenger Vehicle
218449,Passenger Vehicle
219677,Truck/SUV
216200,Truck/SUV
215289,Passenger Vehicle
219677,Truck/SUV
216200,Truck/SUV
215289,Truck/SUV
217327,Passenger Vehicle
220179,Passenger Vehicle
217327,Not Stated
220179,Not Stated
220294,Passenger Vehicle
215289,Truck/SUV
219650,Passenger Vehicle
220294,Truck/SUV
214820,Passenger Vehicle
219650,Passenger Vehicle
219479,Passenger Vehicle
214820,Passenger Vehicle
214802,Not Stated
219479,Passenger Vehicle
213298,Truck/SUV
214796,Truck/SUV
213298,Truck/SUV
214796,Not Stated
219464,Two-Wheeled
218522,Truck/SUV
217046,Not Stated
219464,Passenger Vehicle
218522,Truck/SUV
217046,Passenger Vehicle
218624,Truck/SUV
218522,Truck/SUV
215517,Commercial Trucks
218624,Passenger Vehicle
219148,Passenger Vehicle
217885,Not Stated
219148,Not Stated
217885,Truck/SUV
215517,Truck/SUV
216589,Passenger Vehicle
222753,Passenger Vehicle
216603,Passenger Vehicle
216589,Passenger Vehicle
222753,Passenger Vehicle
216603,Truck/SUV
216589,Truck/SUV
217627,Truck/SUV
213802,Passenger Vehicle
213802,Passenger Vehicle
215778,Passenger Vehicle
217627,Passenger Vehicle
215778,Passenger Vehicle
217909,Passenger Vehicle
216922,Truck/SUV
216440,Passenger Vehicle
217909,Passenger Vehicle
216922,Not Stated
216440,Passenger Vehicle
219828,Passenger Vehicle
218407,Passenger Vehicle
219438,Truck/SUV
218407,Not Stated
219438,Truck/SUV
217641,Passenger Vehicle
213300,Passenger Vehicle
216641,Other
217641,Not Stated
213300,Truck/SUV
216641,Passenger Vehicle
219726,Buses
213300,Passenger Vehicle
213848,Passenger Vehicle
222968,Passenger Vehicle
217770,Passenger Vehicle
213848,Passenger Vehicle
217770,Passenger Vehicle
216382,Truck/SUV
219103,Truck/SUV
222968,Passenger Vehicle
216382,Not Stated
219103,Passenger Vehicle
217726,Passenger Vehicle
220183,Passenger Vehicle
216222,Passenger Vehicle
217726,Passenger Vehicle
220183,Passenger Vehicle
216222,Truck/SUV
217726,Passenger Vehicle
218518,Truck/SUV
221715,Passenger Vehicle
214800,Truck/SUV
218440,Truck/SUV
214220,Passenger Vehicle
214800,Truck/SUV
218440,Passenger Vehicle
214220,Truck/SUV
215847,Not Stated
218058,Passenger Vehicle
215710,Truck/SUV
219832,Two-Wheeled
218058,Truck/SUV
215710,Passenger Vehicle
222957,Truck/SUV
215710,Truck/SUV
222957,Truck/SUV
219832,Truck/SUV
215710,Passenger Vehicle
218685,Passenger Vehicle
219317,Passenger Vehicle
219092,Passenger Vehicle
218685,Passenger Vehicle
215286,Passenger Vehicle
213677,Passenger Vehicle
219160,Passenger Vehicle
215286,Passenger Vehicle
219163,Truck/SUV
217042,Passenger Vehicle
219163,Passenger Vehicle
213677,Truck/SUV
217042,Passenger Vehicle
217014,Passenger Vehicle
215852,Passenger Vehicle
214058,Passenger Vehicle
217014,Truck/SUV
215852,Truck/SUV
214058,Truck/SUV
217822,Passenger Vehicle
213839,Passenger Vehicle
217822,Passenger Vehicle
213839,Not Stated
219161,Passenger Vehicle
214362,Passenger Vehicle
213864,Passenger Vehicle
219161,Passenger Vehicle
214362,Passenger Vehicle
213864,Passenger Vehicle
221868,Passenger Vehicle
213322,Truck/SUV
215004,Commercial Trucks
221868,Other
213322,Buses
217082,Passenger Vehicle
217357,Passenger Vehicle
217082,Passenger Vehicle
217357,Passenger Vehicle
217331,Passenger Vehicle
217351,Passenger Vehicle
214479,Passenger Vehicle
217331,Truck/SUV
217351,Commercial Trucks
214479,Passenger Vehicle
220914,Passenger Vehicle
219649,Passenger Vehicle
214417,Passenger Vehicle
220914,Passenger Vehicle
219649,Passenger Vehicle
214417,Commercial Trucks
213398,Truck/SUV
214480,Passenger Vehicle
213398,Truck/SUV
217237,Passenger Vehicle
214480,Passenger Vehicle
215903,Passenger Vehicle
217237,Passenger Vehicle
215872,Truck/SUV
215903,Truck/SUV
217385,Passenger Vehicle
215872,Not Stated
215903,Truck/SUV
222429,Passenger Vehicle
215903,Commercial Trucks
222429,Passenger Vehicle
215733,Passenger Vehicle
213407,Truck/SUV
218408,Truck/SUV
215733,Truck/SUV
213407,Truck/SUV
218408,Passenger Vehicle
220358,Truck/SUV
220184,Passenger Vehicle
220282,Truck/SUV
220358,Passenger Vehicle
220184,Truck/SUV
218305,Truck/SUV
219339,Truck/SUV
218305,Passenger Vehicle
220282,Passenger Vehicle
219339,Truck/SUV
214397,Truck/SUV
222609,Passenger Vehicle
214257,Truck/SUV
214397,Passenger Vehicle
222609,Passenger Vehicle
214257,Truck/SUV
218292,Passenger Vehicle
219708,Passenger Vehicle
218292,Passenger Vehicle
219708,Passenger Vehicle
215001,Truck/SUV
215845,Passenger Vehicle
216952,Passenger Vehicle
215845,Not Stated
215001,Passenger Vehicle
216952,Passenger Vehicle
214061,Passenger Vehicle
213406,Passenger Vehicle
217725,Truck/SUV
214061,Truck/SUV
213406,Not Stated
217725,Truck/SUV
215875,Passenger Vehicle
221511,Passenger Vehicle
215875,Passenger Vehicle
216066,Passenger Vehicle
221377,Passenger Vehicle
216607,Passenger Vehicle
216066,Truck/SUV
221377,Passenger Vehicle
216607,Passenger Vehicle
217344,Passenger Vehicle
217821,Truck/SUV
217557,Passenger Vehicle
217344,Passenger Vehicle
217821,Not Stated
214538,Truck/SUV
217186,Truck/SUV
217557,Passenger Vehicle
214538,Passenger Vehicle
217186,Truck/SUV
213863,Passenger Vehicle
218302,Truck/SUV
217939,Truck/SUV
213863,Passenger Vehicle
218302,Truck/SUV
217939,Truck/SUV
218446,Truck/SUV
218302,Not Stated
218446,Passenger Vehicle
219105,Passenger Vehicle
216586,Truck/SUV
217717,Passenger Vehicle
219105,Truck/SUV
216586,Not Stated
217717,Passenger Vehicle
216866,Passenger Vehicle
216080,Passenger Vehicle
217244,Passenger Vehicle
216866,Passenger Vehicle
216080,Passenger Vehicle
217244,Passenger Vehicle
215882,Passenger Vehicle
217244,Truck/SUV
215882,Passenger Vehicle
217187,Passenger Vehicle
216012,Passenger Vehicle
219786,Passenger Vehicle
217187,Passenger Vehicle
216012,Not Stated
215281,Two-Wheeled
217320,Passenger Vehicle
219297,Passenger Vehicle
215281,Passenger Vehicle
217320,Commercial Trucks
219297,Truck/SUV
216029,Truck/SUV
215709,Passenger Vehicle
216029,Passenger Vehicle
215709,Passenger Vehicle
216981,Buses
217538,Passenger Vehicle
216601,Truck/SUV
216981,Passenger Vehicle
217538,Passenger Vehicle
219203,Passenger Vehicle
216362,Truck/SUV
219203,Passenger Vehicle
216601,Passenger Vehicle
219838,Passenger Vehicle
219838,Truck/SUV
216362,Passenger Vehicle
216601,Passenger Vehicle
215870,Passenger Vehicle
221392,Truck/SUV
219107,Passenger Vehicle
215870,Passenger Vehicle
217765,Truck/SUV
220037,Passenger Vehicle
220037,Truck/SUV
219107,Passenger Vehicle
219622,Passenger Vehicle
220037,Not Stated
215756,Passenger Vehicle
219622,Truck/SUV
219156,Passenger Vehicle
215756,Truck/SUV
215732,Passenger Vehicle
219156,Truck/SUV
215732,Passenger Vehicle
217453,Passenger Vehicle
213338,Truck/SUV
218257,Commercial Trucks
217453,Passenger Vehicle
213338,Truck/SUV
218257,Passenger Vehicle
220718,Passenger Vehicle
215728,Passenger Vehicle
214197,Passenger Vehicle
220718,Passenger Vehicle
214841,Passenger Vehicle
214197,Not Stated
219524,Truck/SUV
214404,Passenger Vehicle
219524,Passenger Vehicle
214404,Truck/SUV
214841,Passenger Vehicle
218946,Truck/SUV
219800,Two-Wheeled
215844,Passenger Vehicle
218946,Passenger Vehicle
214219,Truck/SUV
215844,Passenger Vehicle
218370,Truck/SUV
214219,Passenger Vehicle
219379,Passenger Vehicle
222238,Passenger Vehicle
219379,Truck/SUV
222238,Passenger Vehicle
217041,Passenger Vehicle
219648,Truck/SUV
218679,Two-Wheeled
217041,Passenger Vehicle
219648,Not Stated
219674,Passenger Vehicle
214030,Passenger Vehicle
219806,Passenger Vehicle
219674,Truck/SUV
214030,Truck/SUV
219806,Truck/SUV
219674,Passenger Vehicle
216385,Truck/SUV
216753,Two-Wheeled
216385,Truck/SUV
215226,Passenger Vehicle
216753,Passenger Vehicle
217350,Passenger Vehicle
215226,Commercial Trucks
218911,Passenger Vehicle
219090,Two-Wheeled
215006,Passenger Vehicle
218911,Passenger Vehicle
219090,Truck/SUV
215006,Truck/SUV
216046,Truck/SUV
216184,Passenger Vehicle
216046,Truck/SUV
219702,Passenger Vehicle
216184,Truck/SUV
214824,Passenger Vehicle
219702,Not Stated
214811,Passenger Vehicle
214824,Passenger Vehicle
218669,Passenger Vehicle
214811,Passenger Vehicle
214807,Truck/SUV
218669,Passenger Vehicle
214184,Passenger Vehicle
217851,Passenger Vehicle
214184,Truck/SUV
217851,Passenger Vehicle
214807,Passenger Vehicle
218201,Passenger Vehicle
218523,Not Stated
214807,Passenger Vehicle
218201,Not Stated
220316,Passenger Vehicle
215407,Passenger Vehicle
221386,Passenger Vehicle
220316,Passenger Vehicle
215407,Truck/SUV
221386,Truck/SUV
213858,Passenger Vehicle
218378,Passenger Vehicle
213858,Not Stated
219631,Passenger Vehicle
218378,Truck/SUV
213408,Truck/SUV
214838,Commercial Trucks
216948,Commercial Trucks
213408,Passenger Vehicle
214838,Passenger Vehicle
216948,Truck/SUV
213829,Truck/SUV
216068,Truck/SUV
220935,Two-Wheeled
216068,Passenger Vehicle
220935,Truck/SUV
213829,Passenger Vehicle
216198,Passenger Vehicle
220925,Passenger Vehicle
217379,Passenger Vehicle
216198,Truck/SUV
220925,Truck/SUV
217379,Not Stated
216198,Truck/SUV
220925,Passenger Vehicle
216395,Passenger Vehicle
215749,Passenger Vehicle
215239,Truck/SUV
216437,Truck/SUV
215239,Passenger Vehicle
220925,Truck/SUV
216437,Truck/SUV
215239,Passenger Vehicle
219525,Truck/SUV
216221,Passenger Vehicle
213801,Truck/SUV
219525,Passenger Vehicle
216221,Truck/SUV
213801,Passenger Vehicle
217222,Passenger Vehicle
214267,Truck/SUV
218909,Truck/SUV
214267,Passenger Vehicle
215244,Passenger Vehicle
218909,Passenger Vehicle
213414,Passenger Vehicle
215244,Passenger Vehicle
216778,Truck/SUV
213414,Not Stated
215244,Truck/SUV
216778,Passenger Vehicle
216261,Not Stated
215244,Truck/SUV
216261,Passenger Vehicle
215878,Passenger Vehicle
216261,Truck/SUV
220207,Passenger Vehicle
215878,Passenger Vehicle
217741,Passenger Vehicle
220207,Not Stated
215878,Other
219627,Truck/SUV
219220,Passenger Vehicle
213708,Truck/SUV
219627,Not Stated
219220,Not Stated
216852,Passenger Vehicle
213708,Not Stated
216852,Passenger Vehicle
216818,Buses
214398,Passenger Vehicle
214441,Passenger Vehicle
216818,Passenger Vehicle
214398,Commercial Trucks
214441,Truck/SUV
216818,Passenger Vehicle
217358,Passenger Vehicle
213399,Passenger Vehicle
216818,Truck/SUV
216186,Truck/SUV
221390,Passenger Vehicle
216186,Passenger Vehicle
213402,Passenger Vehicle
221390,Passenger Vehicle
219619,Passenger Vehicle
213402,Commercial Trucks
222617,Passenger Vehicle
219619,Passenger Vehicle
213441,Truck/SUV
222617,Passenger Vehicle
215868,Truck/SUV
213441,Truck/SUV
218577,Passenger Vehicle
213877,Truck/SUV
218577,Passenger Vehicle
219451,Passenger Vehicle
215868,Passenger Vehicle
219155,Passenger Vehicle
219451,Passenger Vehicle
215849,Truck/SUV
218365,Truck/SUV
219451,Passenger Vehicle
215849,Passenger Vehicle
218365,Passenger Vehicle
214442,Passenger Vehicle
215849,Buses
214442,Passenger Vehicle
218795,Passenger Vehicle
219380,Truck/SUV
216788,Passenger Vehicle
218795,Passenger Vehicle
219380,Passenger Vehicle
216788,Truck/SUV
214784,Truck/SUV
219635,Passenger Vehicle
219080,Truck/SUV
214784,Passenger Vehicle
219635,Truck/SUV
219080,Passenger Vehicle
218451,Truck/SUV
216752,Passenger Vehicle
218451,Truck/SUV
217597,Railway Vehicle
216752,Not Stated
213990,Truck/SUV
217597,Passenger Vehicle
216809,Commercial Trucks
213990,Truck/SUV
214170,Not Stated
216809,Passenger Vehicle
215406,Truck/SUV
215848,Passenger Vehicle
222605,Passenger Vehicle
215848,Truck/SUV
222605,Passenger Vehicle
220177,Truck/SUV
215406,Truck/SUV
216779,Passenger Vehicle
220177,Passenger Vehicle
216443,Passenger Vehicle
216779,Passenger Vehicle
219453,Truck/SUV
216443,Truck/SUV
223181,Passenger Vehicle
218812,Passenger Vehicle
214020,Passenger Vehicle
218812,Passenger Vehicle
216195,Passenger Vehicle
223181,Passenger Vehicle
218258,Truck/SUV
216195,Truck/SUV
217848,Passenger Vehicle
218258,Not Stated
218279,Truck/SUV
217650,Buses
214822,Truck/SUV
218279,Truck/SUV
217650,Passenger Vehicle
214822,Buses
216037,Truck/SUV
217743,Truck/SUV
216037,Passenger Vehicle
222961,Truck/SUV
217743,Passenger Vehicle
215539,Passenger Vehicle
222961,Passenger Vehicle
214017,Passenger Vehicle
217743,Truck/SUV
217977,Not Stated
214139,Passenger Vehicle
214223,Truck/SUV
217977,Passenger Vehicle
214139,Passenger Vehicle
216942,Passenger Vehicle
213865,Passenger Vehicle
216942,Truck/SUV
214223,Not Stated
215405,Passenger Vehicle
218944,Truck/SUV
215278,Passenger Vehicle
215405,Truck/SUV
218944,Passenger Vehicle
215278,Commercial Trucks
220137,Truck/SUV
218905,Truck/SUV
214410,Passenger Vehicle
219729,Passenger Vehicle
220137,Two-Wheeled
219729,Passenger Vehicle
214410,Truck/SUV
220275,Truck/SUV
218278,Passenger Vehicle
213688,Truck/SUV
220275,Truck/SUV
218278,Passenger Vehicle
213688,Not Stated
217859,Commercial Trucks
216381,Truck/SUV
217859,Truck/SUV
216381,Truck/SUV
219219,Commercial Trucks
215761,Passenger Vehicle
215865,Truck/SUV
219219,Passenger Vehicle
215761,Passenger Vehicle
215865,Passenger Vehicle
220766,Commercial Trucks
220147,Passenger Vehicle
215280,Passenger Vehicle
220721,Passenger Vehicle
220147,Passenger Vehicle
220721,Commercial Trucks
217904,Passenger Vehicle
222231,Truck/SUV
215280,Passenger Vehicle
217904,Passenger Vehicle
222231,Passenger Vehicle
213836,Truck/SUV
215714,Truck/SUV
218158,Truck/SUV
213836,Truck/SUV
215714,Passenger Vehicle
218158,Passenger Vehicle
218809,Truck/SUV
217336,Truck/SUV
218809,Passenger Vehicle
217336,Not Stated
215489,Passenger Vehicle
220500,Passenger Vehicle
214218,Truck/SUV
215489,Passenger Vehicle
220500,Truck/SUV
214218,Passenger Vehicle
215855,Truck/SUV
217842,Passenger Vehicle
214218,Passenger Vehicle
215855,Not Stated
217842,Passenger Vehicle
217732,Passenger Vehicle
214997,Passenger Vehicle
213682,Truck/SUV
217732,Passenger Vehicle
214997,Truck/SUV
213682,Passenger Vehicle
219529,Not Stated
216847,Passenger Vehicle
218291,Truck/SUV
219529,Passenger Vehicle
216847,Passenger Vehicle
218291,Passenger Vehicle
216954,Passenger Vehicle
219154,Passenger Vehicle
216954,Truck/SUV
219154,Truck/SUV
217086,Truck/SUV
216816,Truck/SUV
213278,Truck/SUV
217086,Truck/SUV
216816,Passenger Vehicle
213278,Truck/SUV
217762,Passenger Vehicle
219727,Passenger Vehicle
213278,Passenger Vehicle
217762,Truck/SUV
219727,Passenger Vehicle
216467,Passenger Vehicle
220923,Passenger Vehicle
216259,Passenger Vehicle
216467,Passenger Vehicle
220919,Truck/SUV
216259,Truck/SUV
214262,Passenger Vehicle
220919,Truck/SUV
222400,Truck/SUV
213879,Passenger Vehicle
221860,Passenger Vehicle
222400,Passenger Vehicle
213879,Not Stated
216187,Passenger Vehicle
221860,Passenger Vehicle
220265,Truck/SUV
223175,Not Stated
216187,Passenger Vehicle
220265,Commercial Trucks
223175,Passenger Vehicle
213845,Passenger Vehicle
221739,Not Stated
219522,Passenger Vehicle
213845,Truck/SUV
217626,Passenger Vehicle
219522,Passenger Vehicle
216892,Other
223158,Passenger Vehicle
216892,Passenger Vehicle
223158,Passenger Vehicle
217626,Passenger Vehicle
216892,Passenger Vehicle
217184,Truck/SUV
218995,Passenger Vehicle
214259,Passenger Vehicle
217184,Buses
218995,Passenger Vehicle
214259,Not Stated
219925,Passenger Vehicle
222252,Truck/SUV
219094,Passenger Vehicle
222252,Truck/SUV
219094,Passenger Vehicle
222755,Passenger Vehicle
219925,Commercial Trucks
216418,Truck/SUV
222755,Truck/SUV
222414,Commercial Trucks
216418,Truck/SUV
217181,Truck/SUV
222414,Truck/SUV
218504,Commercial Trucks
217181,Not Stated
219472,Passenger Vehicle
221509,Passenger Vehicle
219472,Passenger Vehicle
221509,Truck/SUV
218504,Passenger Vehicle
219079,Buses
217439,Truck/SUV
215731,Passenger Vehicle
219079,Truck/SUV
217439,Truck/SUV
215731,Truck/SUV
223130,Passenger Vehicle
217878,Passenger Vehicle
214498,Passenger Vehicle
217138,Truck/SUV
214498,Passenger Vehicle
217138,Truck/SUV
223130,Truck/SUV
217091,Truck/SUV
222406,Truck/SUV
220932,Truck/SUV
217091,Passenger Vehicle
222406,Passenger Vehicle
